material_diff,white_material,black_material,white_pawns,black_pawns,white_knights,black_knights,white_bishops,black_bishops,white_rooks,black_rooks,white_queens,black_queens,white_bishop_pair,black_bishop_pair,white_developed,black_developed,white_castled,black_castled,white_castled_on_move,black_castled_on_move,pawn_moves_white,pawn_moves_black,piece_moves_white,piece_moves_black,captures_white,captures_black,checks_white,checks_black,center_control_white,center_control_black,ext_center_white,ext_center_black,white_mobility,black_mobility,white_attacked_squares,black_attacked_squares,white_doubled_pawns,black_doubled_pawns,white_isolated_pawns,black_isolated_pawns,white_passed_pawns,black_passed_pawns,white_king_safety,black_king_safety,white_king_exposure,black_king_exposure,eco_category,result
1,16,15,6,5,0,0,0,0,2,2,0,0,0,0,4,4,1,1,5,11,8,7,17,18,8,7,2,0,2,2,8,6,30,15,29,21,0,0,0,2,0,0,4,2,0,0,0,1/2-1/2
-19,16,35,4,7,0,2,1,1,0,2,1,1,0,0,3,3,0,1,0,5,3,4,22,21,2,9,1,6,3,3,10,14,15,47,24,46,0,0,1,1,0,1,2,3,6,0,0,0-1
12,31,19,6,6,1,1,1,0,2,2,1,0,0,0,4,4,1,0,12,0,9,7,16,18,6,4,3,0,4,3,13,10,46,21,44,28,0,2,0,1,0,0,4,3,0,4,0,1-0
-1,13,14,5,6,0,0,1,1,1,1,0,0,0,0,4,3,1,0,7,0,11,10,14,15,7,8,1,0,2,4,5,9,20,27,24,30,2,0,5,2,0,0,3,4,0,4,0,1-0
6,34,28,6,6,2,1,1,0,2,2,1,1,0,0,3,4,0,1,0,5,10,9,15,16,5,3,0,0,2,2,10,11,31,41,38,34,2,0,2,0,0,0,3,2,1,1,0,0-1
-11,16,27,2,4,2,1,1,2,1,1,0,1,0,1,4,3,0,1,0,11,16,8,9,17,6,9,0,0,2,3,9,13,36,40,31,38,0,0,0,1,0,1,1,3,2,2,0,0-1
-8,14,22,5,5,0,1,0,0,0,1,1,1,0,0,4,4,1,1,14,7,8,5,17,20,7,9,1,2,2,4,7,9,25,33,26,31,0,0,2,2,0,0,3,3,0,0,0,0-1
4,25,21,5,4,0,1,2,0,1,1,1,1,1,0,4,4,1,0,14,0,11,8,14,17,8,6,3,1,3,2,13,7,42,22,41,24,0,0,0,1,1,1,3,3,2,2,0,1-0
0,13,13,5,5,0,0,1,1,1,1,0,0,0,0,4,4,1,0,5,0,9,7,16,18,8,8,1,1,1,3,8,11,23,30,25,27,0,2,2,0,2,0,3,2,0,3,2,1-0
4,21,17,5,4,1,0,1,1,2,2,0,0,0,0,4,4,1,0,12,0,11,10,14,15,8,6,0,1,3,3,9,9,26,33,31,32,0,0,1,1,0,0,4,3,3,1,0,0-1
-1,24,25,5,6,0,0,0,0,2,2,1,1,0,0,4,4,1,0,6,0,8,9,17,16,6,7,3,1,2,2,10,7,38,32,35,31,0,0,0,2,0,1,3,3,0,4,0,1-0
-5,17,22,7,3,0,2,0,1,2,2,0,0,0,0,4,3,1,0,10,0,5,12,20,13,7,6,1,0,4,3,12,9,28,34,34,32,4,0,0,1,3,0,4,1,0,0,2,1-0
1,27,26,5,4,1,0,0,1,2,2,1,1,0,0,4,4,1,1,8,6,8,8,17,17,7,6,1,0,4,2,9,10,41,35,41,33,0,0,1,1,1,0,3,3,0,0,0,1-0
7,18,11,5,3,0,0,1,1,2,1,0,0,0,0,4,4,1,1,8,11,10,5,15,20,10,7,3,0,1,1,5,7,29,26,33,23,2,0,1,0,1,0,3,2,1,4,0,1-0
1,30,29,5,4,1,2,1,0,2,2,1,1,0,0,4,4,1,0,6,0,9,11,16,14,6,5,1,0,3,2,14,7,54,28,45,29,0,0,2,2,1,0,3,2,0,5,0,0-1
-1,27,28,5,6,1,1,0,0,2,2,1,1,0,0,4,4,0,1,0,19,8,8,17,17,5,6,0,4,3,1,12,8,36,36,34,34,0,0,2,1,0,0,1,4,4,1,2,1-0
-6,19,25,5,5,0,2,0,0,1,1,1,1,0,0,4,3,1,1,14,14,5,11,20,14,6,8,0,1,2,2,10,10,34,37,31,36,0,0,0,0,1,0,3,3,0,1,2,1-0
-14,13,27,4,5,0,1,0,0,0,2,1,1,0,0,4,3,0,1,0,10,7,7,18,18,6,10,6,5,3,2,10,6,31,34,28,30,0,0,1,0,0,1,2,2,3,4,0,1-0
3,19,16,3,5,1,1,1,1,2,1,0,0,0,0,3,4,0,0,0,0,5,8,20,17,7,8,3,3,1,3,4,11,4,39,24,32,0,0,3,3,0,1,1,2,2,0,2,1-0
2,29,27,7,5,1,1,0,0,2,2,1,1,0,0,4,4,1,1,11,11,11,8,14,17,6,4,0,0,3,3,13,10,37,39,37,37,0,0,0,2,1,0,3,3,1,0,0,1-0
4,18,14,4,6,0,1,0,0,1,1,1,0,0,0,4,4,1,1,16,16,7,7,18,18,7,9,2,4,1,2,7,9,30,25,30,26,0,0,1,1,0,1,2,4,0,1,1,1-0
-1,13,14,5,3,1,0,0,2,1,1,0,0,0,1,3,4,1,1,16,22,10,7,15,18,9,8,3,0,0,2,4,10,13,39,21,34,0,0,0,0,3,0,2,3,1,0,0,0-1
0,25,25,6,6,0,0,0,0,2,2,1,1,0,0,4,4,1,1,13,12,8,10,17,15,6,6,1,0,4,2,14,10,42,33,37,32,2,0,2,1,0,0,3,2,0,1,0,0-1
-2,27,29,5,4,0,1,1,1,2,2,1,1,0,0,4,4,1,1,12,9,12,8,13,17,6,6,0,0,2,4,9,14,29,45,34,42,0,0,0,1,1,0,2,3,3,1,0,0-1
-5,16,21,2,4,0,1,0,0,1,1,1,1,0,0,4,3,0,1,0,10,9,13,16,12,8,11,1,5,3,3,11,12,36,33,35,37,0,0,2,1,0,1,1,2,6,1,0,1-0
0,21,21,7,4,0,1,0,0,1,1,1,1,0,0,4,4,1,1,7,13,9,10,16,15,8,6,0,1,2,4,8,10,21,38,30,33,2,2,0,0,2,0,2,1,0,0,2,1-0
-4,32,36,4,5,1,2,2,2,2,2,1,1,1,1,4,4,1,1,8,11,11,9,14,16,3,5,1,0,4,3,12,9,50,36,40,35,0,0,1,2,0,1,3,3,1,2,0,0-1
-1,17,18,4,5,0,1,1,0,2,2,0,0,0,0,4,4,1,1,10,13,8,9,17,16,7,8,0,0,3,1,11,5,38,22,34,24,0,0,1,1,0,1,3,4,0,0,0,1-0
-2,27,29,5,7,0,0,1,1,2,2,1,1,0,0,4,4,1,1,11,21,6,9,19,16,4,6,0,0,2,3,10,12,37,36,36,37,0,2,0,1,0,2,2,4,1,2,2,0-1
1,24,23,7,6,0,0,1,1,1,1,1,1,0,0,4,4,0,1,0,12,8,9,17,16,6,5,2,0,3,2,10,11,30,39,32,37,0,0,0,0,0,0,3,2,0,1,0,0-1
-13,22,35,5,4,1,1,0,0,1,2,1,2,0,0,4,4,1,0,10,0,8,9,17,16,6,7,5,2,3,3,10,14,34,68,33,50,0,0,0,1,0,0,3,1,3,4,0,0-1
-1,20,21,6,5,2,1,1,1,1,2,0,0,0,0,4,4,0,1,0,7,12,10,13,15,6,5,6,0,2,4,7,12,30,29,28,33,0,0,2,2,0,0,4,1,1,0,0,1-0
-9,11,20,6,4,0,1,0,1,1,2,0,0,0,0,4,4,1,1,19,16,8,11,17,14,7,8,2,1,3,3,7,8,21,39,23,36,0,0,0,0,0,0,3,2,0,0,0,0-1
0,22,22,5,5,0,1,1,0,1,1,1,1,0,0,4,4,1,1,22,5,13,9,12,16,7,7,0,1,3,3,11,11,40,35,38,37,0,0,0,0,1,0,2,3,0,1,0,0-1
8,21,13,5,3,1,0,1,0,2,2,0,0,0,0,4,4,1,0,11,0,6,9,19,16,10,6,6,0,0,3,8,11,37,29,40,28,0,2,0,3,2,0,3,1,1,3,0,1-0
-6,15,21,5,4,0,1,0,0,2,1,0,1,0,0,4,4,1,1,16,22,10,6,15,19,8,8,1,0,1,3,11,9,27,37,32,34,0,0,1,2,0,0,4,2,1,0,0,1-0
-3,18,21,4,4,0,1,0,0,1,1,1,1,0,0,4,4,1,1,11,6,11,8,14,17,8,9,0,4,3,2,10,8,39,36,38,32,0,0,1,1,0,0,3,3,0,0,1,0-1
3,13,10,5,5,1,0,0,0,1,1,0,0,0,0,4,4,1,1,14,16,7,15,18,10,9,8,2,0,1,2,9,6,31,18,32,22,0,0,2,1,0,0,3,1,0,3,0,0-1
24,29,5,4,5,1,0,1,0,2,0,1,0,0,0,4,4,1,0,17,0,6,7,19,18,10,6,4,2,3,3,8,11,44,6,39,16,0,2,0,1,0,1,1,4,0,3,0,1-0
-8,13,21,5,5,1,1,0,1,1,2,0,0,0,0,4,3,0,0,0,0,10,5,15,20,6,8,0,4,2,2,10,7,28,27,26,28,0,0,2,2,0,0,3,2,0,0,0,0-1
1,31,30,6,8,1,0,1,1,2,2,1,1,0,0,3,4,1,1,8,9,11,8,14,17,3,4,1,1,2,3,9,13,29,43,33,38,0,2,0,0,0,1,1,2,1,0,0,0-1
0,24,24,5,7,0,1,0,0,2,1,1,1,0,0,4,4,1,1,8,17,10,10,15,15,5,7,0,2,3,1,10,6,32,29,30,30,2,0,0,0,0,2,1,4,2,1,2,1-0
-1,30,31,5,6,0,1,2,1,2,2,1,1,1,0,4,4,1,1,20,10,10,8,15,17,4,5,1,0,4,3,9,12,36,43,36,36,0,0,2,0,0,0,3,2,0,0,0,1-0
-2,26,28,7,6,0,1,0,0,2,2,1,1,0,0,4,4,1,1,15,16,9,8,16,17,5,5,0,2,2,3,8,11,31,32,32,34,2,0,3,0,0,0,3,3,0,1,0,0-1
-1,17,18,6,5,1,0,1,1,1,2,0,0,0,0,3,4,1,0,10,0,6,6,19,19,7,6,5,0,1,4,9,12,24,35,28,38,0,0,0,0,0,0,4,2,1,4,0,0-1
-3,18,21,5,5,1,1,0,1,2,2,0,0,0,0,4,4,1,1,12,10,11,9,14,16,6,7,0,3,3,1,7,7,30,34,30,36,0,0,3,0,0,0,2,3,0,0,0,0-1
-4,26,30,6,5,1,1,1,1,1,2,1,1,0,0,4,4,1,1,10,8,12,11,13,14,5,5,0,0,3,3,9,10,33,39,34,35,0,2,1,3,1,0,3,2,0,0,0,1-0
1,29,28,4,6,1,0,1,1,2,2,1,1,0,0,4,3,1,1,7,7,10,7,15,18,5,6,1,0,3,2,13,8,46,29,41,33,0,0,1,0,0,0,0,4,2,1,0,1-0
-6,18,24,4,5,0,0,0,0,1,2,1,1,0,0,4,4,1,1,7,14,5,8,20,17,7,9,0,0,1,2,4,10,26,40,27,39,0,0,1,0,0,0,3,3,1,1,0,1-0
8,24,16,5,5,1,0,2,2,2,1,0,0,1,1,4,4,1,1,19,5,9,4,16,21,7,5,0,0,2,3,10,11,28,40,33,37,0,0,2,0,1,0,3,2,2,0,0,0-1
-2,24,26,6,7,2,2,1,1,0,2,1,0,0,0,4,4,0,1,0,13,8,9,17,16,3,5,0,2,1,3,11,11,36,29,32,36,0,0,0,0,0,1,4,3,2,0,0,1-0
10,31,21,6,4,2,1,0,0,2,1,1,1,0,0,4,4,1,1,22,4,8,8,17,17,8,4,2,3,3,2,12,8,55,24,47,28,2,0,1,0,2,1,4,2,0,3,0,1-0
4,17,13,6,5,1,0,1,1,1,1,0,0,0,0,4,4,1,1,11,10,12,7,13,18,8,6,0,1,3,1,7,6,22,28,29,23,2,0,3,0,0,0,1,2,1,1,0,0-1
-4,19,23,6,7,1,1,0,1,2,2,0,0,0,0,4,4,1,0,4,0,8,9,17,16,4,6,0,0,2,2,8,10,27,33,29,33,0,2,0,0,2,2,3,4,0,0,2,1-0
7,24,17,7,3,1,0,0,0,1,1,1,1,0,0,4,4,1,0,11,0,5,7,20,18,10,5,4,1,4,3,12,10,42,23,36,28,0,0,0,1,2,0,3,1,0,1,2,1-0
-5,23,28,4,6,0,0,0,1,2,2,1,1,0,0,4,4,1,1,13,10,9,11,16,14,5,8,0,1,3,4,6,13,29,47,29,39,0,0,1,0,0,1,3,2,1,0,0,1-0
-3,19,22,3,6,2,2,0,0,2,2,0,0,0,0,3,4,0,1,0,7,10,4,15,21,5,8,0,2,2,3,7,9,23,38,24,33,0,0,3,0,0,1,2,3,1,0,0,0-1
-2,15,17,5,4,0,0,0,1,2,2,0,0,0,0,4,4,1,0,6,0,7,9,18,16,8,8,0,1,3,2,10,9,28,26,30,25,0,0,2,0,2,0,3,3,0,0,2,0-1
-7,9,16,4,5,0,1,0,1,1,1,0,0,0,0,4,4,0,1,0,13,9,5,16,20,7,10,1,1,1,1,4,5,12,29,17,28,0,0,2,2,0,1,2,3,0,0,0,0-1
2,29,27,6,5,1,0,2,1,1,2,1,1,1,0,4,4,1,1,12,10,10,8,15,17,6,4,0,2,4,3,11,8,35,39,35,35,0,0,0,0,0,0,3,2,1,0,0,1-0
11,24,13,5,4,0,0,0,0,2,0,1,1,0,0,4,4,1,1,19,6,10,8,15,17,10,7,0,0,2,3,7,12,35,34,35,32,0,0,0,1,1,0,3,3,1,0,0,1-0
0,22,22,5,6,0,1,1,1,1,2,1,0,0,0,4,4,1,1,10,15,6,12,19,13,5,7,0,0,3,3,12,10,44,28,36,33,0,0,0,0,0,0,2,2,1,1,2,0-1
-3,12,15,4,5,1,0,0,0,1,2,0,0,0,0,4,4,1,1,18,8,7,6,18,19,8,9,0,2,1,2,6,6,22,25,23,27,0,0,1,2,0,1,3,3,0,1,2,0-1
1,26,25,3,5,1,2,2,0,1,1,1,1,1,0,4,4,1,0,8,0,6,10,19,15,6,7,5,0,2,4,9,14,37,51,36,43,0,0,0,0,0,1,3,4,1,3,2,1-0
-4,16,20,3,7,0,0,1,1,2,2,0,0,0,0,4,3,0,1,0,12,8,6,17,19,5,9,1,5,1,2,5,9,6,21,26,27,0,0,1,0,0,2,2,4,1,2,2,1/2-1/2
-7,18,25,4,5,0,0,0,2,1,1,1,1,0,1,4,3,0,0,0,0,7,6,18,19,6,9,0,3,3,2,7,13,2,40,28,39,0,0,0,0,0,0,4,4,4,1,0,1-0
13,22,9,6,6,1,0,1,1,2,0,0,0,0,0,4,4,0,1,0,7,7,8,18,17,8,5,2,4,4,1,13,7,40,12,42,22,0,2,1,0,1,0,3,2,2,5,0,1/2-1/2
-5,14,19,6,6,0,0,1,1,1,2,0,0,0,0,4,4,1,0,22,0,7,9,18,16,6,7,2,1,3,2,9,11,19,36,24,35,0,2,1,1,0,0,3,5,2,1,2,1-0
1,31,30,6,5,1,1,1,1,2,2,1,1,0,0,4,4,1,1,18,19,11,5,14,20,5,4,0,1,3,4,11,9,2,32,37,35,2,0,1,3,0,0,2,2,2,1,0,0-1
1,27,26,5,4,1,1,0,0,2,2,1,1,0,0,4,4,1,1,11,10,7,10,18,15,7,6,0,0,2,3,10,8,39,32,34,33,0,0,2,1,1,0,3,3,0,0,0,0-1
-3,22,25,5,5,1,1,0,1,1,1,1,1,0,0,4,4,1,0,9,0,9,7,16,18,6,7,0,3,3,2,8,8,28,43,31,33,0,0,0,0,0,0,3,4,1,0,0,1-0
0,27,27,5,5,0,1,1,0,2,2,1,1,0,0,3,4,1,1,14,13,12,8,13,17,6,6,1,0,2,4,10,13,38,42,38,39,0,0,0,0,1,1,3,3,1,3,0,1/2-1/2
-4,26,30,4,8,0,0,1,1,2,2,1,1,0,0,3,4,1,1,9,8,7,12,18,13,3,7,0,0,3,4,8,13,31,49,30,45,0,2,1,0,0,2,3,2,3,0,2,1-0
-2,18,20,5,6,0,0,1,0,2,1,0,1,0,0,4,4,1,1,8,8,9,9,16,16,7,7,1,1,2,3,6,11,21,33,24,34,0,0,0,1,1,1,2,3,5,0,0,0-1
-7,20,27,4,5,1,1,1,0,2,2,0,1,0,0,4,4,0,1,0,12,9,7,16,18,6,7,1,2,1,2,9,8,34,31,32,34,0,0,1,1,0,0,2,4,3,1,0,0-1
-3,12,15,4,5,1,0,0,0,1,2,0,0,0,0,4,4,0,1,0,18,8,8,17,17,8,9,2,2,2,2,8,7,6,30,29,29,2,0,4,1,0,2,0,4,1,2,2,1-0
-1,29,30,4,5,1,1,1,1,2,2,1,1,0,0,4,2,1,1,8,8,11,14,14,11,5,6,1,0,3,3,12,12,39,39,38,40,0,0,0,1,0,1,2,1,2,4,0,0-1
4,26,22,4,5,0,0,1,1,2,1,1,1,0,0,4,4,1,1,7,15,7,12,18,13,7,7,0,0,3,2,10,9,49,35,43,36,0,0,1,1,1,1,3,4,1,1,2,1-0
1,29,28,4,6,1,0,1,1,2,2,1,1,0,0,3,4,1,1,11,10,8,8,17,17,5,6,0,4,2,2,9,10,1,39,31,38,0,0,1,0,0,1,1,3,5,0,0,1-0
14,28,14,6,2,1,0,0,1,2,0,1,1,0,0,3,4,1,0,11,0,7,10,18,15,11,5,4,0,4,2,11,9,40,27,39,22,0,0,0,2,3,0,3,1,0,3,0,1-0
1,19,18,6,4,0,2,1,1,2,1,0,0,0,0,4,4,1,1,13,8,7,6,18,19,7,6,2,0,3,3,9,11,31,34,33,31,0,0,0,2,1,0,3,2,0,0,0,0-1
-4,26,30,4,5,0,1,1,1,2,2,1,1,0,0,4,3,1,0,10,0,6,11,19,14,5,7,0,0,4,2,15,9,43,41,40,36,0,0,1,0,0,0,3,3,1,1,0,1-0
3,22,19,6,5,1,1,1,2,2,1,0,0,0,1,4,4,1,1,10,6,7,9,18,16,6,5,0,0,1,4,10,10,30,36,34,35,0,0,0,2,0,1,4,3,1,0,0,0-1
-3,9,12,4,7,0,0,0,0,1,1,0,0,0,0,4,4,1,1,9,13,6,8,19,17,7,10,0,0,2,2,6,10,23,24,21,25,0,0,1,0,0,2,3,3,0,0,2,0-1
-7,25,32,6,4,0,1,0,2,2,2,1,1,0,1,4,3,1,0,4,0,4,12,21,13,5,6,2,0,3,2,9,12,38,51,31,39,0,0,0,2,1,0,3,2,1,0,2,1-0
1,20,19,7,6,1,1,0,0,2,2,0,0,0,0,4,4,1,0,17,0,10,4,15,21,6,5,2,1,3,3,8,8,2,37,30,31,0,0,0,0,0,0,4,3,1,3,0,0-1
7,28,21,6,4,0,0,1,1,2,1,1,1,0,0,3,4,1,0,8,0,6,11,19,14,8,5,6,0,4,4,13,11,31,36,39,36,0,0,1,2,1,0,4,2,1,4,0,1-0
-2,29,31,4,6,2,1,0,1,2,2,1,1,0,0,4,4,1,1,15,16,6,8,19,17,4,6,0,0,4,4,9,13,39,48,34,45,0,0,1,1,0,1,3,4,1,1,0,1-0
-3,11,14,5,5,2,2,0,1,0,0,0,0,0,0,4,4,1,1,11,13,8,9,17,16,7,8,3,0,2,3,8,13,20,30,24,31,0,0,1,0,0,0,4,3,0,1,0,0-1
-4,18,22,5,6,0,1,1,1,2,2,0,0,0,0,4,4,1,1,6,19,7,9,18,16,5,7,0,1,4,2,9,7,32,24,29,28,0,0,0,0,0,0,3,3,1,0,1,0-1
-2,30,32,5,7,1,1,1,1,2,2,1,1,0,0,3,4,1,1,9,21,6,11,19,14,3,5,0,0,3,3,10,10,36,38,33,38,0,2,0,0,0,0,3,4,0,2,2,1-0
-6,22,28,5,6,0,0,1,1,1,2,1,1,0,0,4,4,1,1,15,9,9,10,16,15,5,7,0,1,2,3,7,12,3,49,32,44,0,2,1,3,0,1,3,3,2,0,0,0-1
-8,9,17,3,6,1,2,1,0,0,1,0,0,0,0,4,4,0,0,0,0,4,7,21,18,6,10,1,3,3,3,6,8,25,24,22,27,0,0,3,1,0,2,1,3,0,0,0,0-1
-1,27,28,5,6,0,1,1,0,2,2,1,1,0,0,4,4,0,0,0,0,7,7,18,18,5,6,0,1,4,3,12,12,42,42,39,38,0,0,2,0,0,0,2,3,1,0,0,0-1
0,20,20,6,6,0,0,0,0,1,1,1,1,0,0,4,4,0,1,0,16,8,10,17,15,7,7,1,0,4,3,11,10,29,34,29,34,0,0,0,1,0,0,2,3,0,1,0,1-0
0,16,16,3,3,1,0,0,1,2,2,0,0,0,0,4,4,1,1,18,7,10,8,15,17,9,9,0,0,1,2,8,10,29,38,28,35,0,0,1,1,1,0,1,1,1,2,0,1/2-1/2
0,18,18,4,4,0,0,0,0,1,1,1,1,0,0,4,4,1,1,4,21,8,6,17,19,9,9,0,1,3,1,6,5,33,31,34,35,2,0,4,0,3,2,1,4,2,1,2,0-1
3,21,18,8,5,0,0,1,1,2,2,0,0,0,0,4,4,1,1,24,12,11,7,14,18,7,4,2,0,2,4,8,9,29,28,31,29,2,0,0,1,1,0,4,1,0,3,0,1-0
-3,24,27,5,5,2,1,1,0,2,2,0,1,0,0,4,4,0,1,0,13,9,10,16,15,6,5,0,0,4,3,12,8,39,39,36,36,0,0,1,1,1,1,4,4,2,0,2,0-1
4,24,20,5,4,0,0,0,2,2,2,1,0,0,1,4,4,1,1,5,18,5,8,20,17,7,7,2,0,2,3,7,11,27,39,33,40,2,0,2,0,2,0,2,3,3,0,2,1-0
0,27,27,5,5,0,1,1,0,2,2,1,1,0,0,4,4,1,1,10,9,8,10,17,15,6,6,7,0,2,4,9,13,37,33,31,38,0,0,2,0,1,0,1,4,1,3,0,1-0
4,31,27,6,5,0,0,2,1,2,2,1,1,1,0,3,4,0,1,0,12,7,9,18,16,6,4,4,0,2,3,8,11,36,41,36,36,0,0,1,3,0,0,3,3,1,6,0,1-0
-4,19,23,6,7,0,1,1,1,2,2,0,0,0,0,4,4,1,1,9,16,5,7,20,18,4,6,0,0,2,2,6,10,23,32,28,35,0,0,1,0,0,0,3,4,1,0,2,0-1
-2,25,27,5,5,1,0,1,1,1,2,1,1,0,0,3,4,1,1,22,5,11,6,14,19,6,6,0,1,4,3,8,9,36,35,38,34,0,0,1,0,1,0,4,4,0,0,0,1-0
0,29,29,7,7,0,1,1,0,2,2,1,1,0,0,4,4,1,1,18,11,7,10,18,15,4,4,1,0,3,4,12,11,41,35,36,39,0,0,0,0,0,0,4,3,0,0,0,0-1
4,25,21,6,2,0,0,0,0,2,2,1,1,0,0,4,4,1,1,9,5,7,11,18,14,10,6,1,0,2,2,7,9,31,40,31,33,0,0,0,0,3,0,4,2,2,0,0,0-1
-2,21,23,8,6,0,2,1,2,2,1,0,0,0,1,4,3,0,0,0,0,8,14,17,11,4,4,1,0,3,2,11,11,25,37,28,34,0,0,0,1,0,0,4,1,4,0,0,0-1
-4,18,22,5,6,0,1,1,1,2,2,0,0,0,0,4,3,0,1,0,8,9,10,16,15,5,7,0,3,1,3,7,11,30,20,32,30,0,0,2,0,1,0,3,2,4,2,2,1-0
3,19,16,3,3,1,1,1,0,2,2,0,0,0,0,4,4,1,0,24,0,10,8,15,17,9,8,2,1,2,3,6,8,28,32,29,30,0,0,3,3,1,1,2,1,3,0,0,1-0
-2,28,30,3,5,1,1,1,1,2,2,1,1,0,0,4,4,1,1,16,18,6,9,19,16,5,7,1,2,3,2,11,10,6,31,37,33,0,2,0,3,1,4,0,3,2,1,1,0-1
1,24,23,5,6,0,1,0,0,2,1,1,1,0,0,4,4,1,1,7,12,13,10,12,15,6,7,2,0,2,3,9,12,34,35,33,35,0,0,1,1,0,2,3,2,0,0,0,1-0
1,29,28,7,6,0,1,1,0,2,2,1,1,0,0,4,4,1,1,9,12,9,6,16,19,5,4,0,1,4,2,12,8,36,34,38,33,0,0,0,1,0,0,3,3,0,0,2,1-0
-1,30,31,5,6,1,2,1,0,2,2,1,1,0,0,4,4,1,1,7,24,9,9,16,16,4,5,1,1,4,2,13,10,33,35,38,37,0,0,0,0,0,1,1,3,1,2,0,0-1
5,18,13,5,3,0,0,1,0,2,2,0,0,0,0,3,4,1,1,9,9,7,7,18,18,10,7,2,0,1,4,4,10,16,34,22,31,0,0,1,0,1,0,4,3,0,0,0,1-0
-1,27,28,5,6,0,0,1,1,2,2,1,1,0,0,4,4,1,1,14,14,6,8,19,17,5,6,0,4,2,4,10,11,45,31,39,36,0,0,3,1,0,0,2,3,3,2,2,1-0
1,28,27,6,5,1,0,0,1,2,2,1,1,0,0,4,4,1,1,12,22,12,13,13,12,6,5,1,0,3,4,9,10,37,35,35,36,0,0,1,1,2,0,3,1,0,1,0,0-1
0,21,21,5,5,1,0,1,2,2,2,0,0,0,1,4,4,1,1,8,21,7,10,18,15,6,6,1,0,4,4,10,7,30,28,34,30,0,0,2,3,0,0,3,1,0,0,1,1/2-1/2
2,14,12,6,4,1,0,0,1,1,1,0,0,0,0,4,4,0,1,0,13,12,10,13,15,9,7,0,4,4,3,7,7,21,23,25,27,2,2,2,1,2,0,3,1,2,1,0,1/2-1/2
8,30,22,5,3,0,0,2,0,2,2,1,1,1,0,3,4,0,1,0,9,12,9,13,16,9,5,1,0,4,2,13,9,41,38,40,34,0,0,2,1,2,0,2,0,0,1,0,1-0
0,26,26,6,6,2,1,0,1,1,1,1,1,0,0,4,3,1,0,17,0,7,10,18,15,5,5,5,0,2,4,9,13,37,39,36,40,0,0,2,1,0,1,4,2,0,5,0,0-1
-7,17,24,3,4,0,2,0,0,1,1,1,1,0,0,4,3,1,1,15,14,11,9,14,16,7,10,0,1,2,3,6,11,28,33,28,35,0,0,0,1,0,1,3,3,1,1,1,0-1
2,23,21,3,4,1,0,1,1,1,1,1,1,0,0,3,4,1,1,10,4,11,9,14,16,8,8,1,0,3,3,11,12,40,44,40,39,2,0,0,0,0,2,0,2,3,0,0,0-1
0,20,20,4,7,1,0,1,1,2,2,0,0,0,0,4,4,1,0,11,0,7,9,18,16,5,7,0,1,2,4,5,11,32,24,32,29,0,2,1,0,0,1,3,2,0,2,2,0-1
0,18,18,4,4,0,0,0,0,1,1,1,1,0,0,4,4,1,1,16,15,10,9,15,16,9,9,0,3,4,4,10,11,30,30,33,34,0,0,4,0,1,0,2,3,1,0,2,0-1
-10,20,30,3,5,0,0,1,2,1,2,1,1,0,1,4,4,0,1,0,9,9,5,16,20,5,9,2,5,4,2,12,8,5,42,35,41,0,2,1,5,0,1,2,2,1,2,0,1-0
-8,20,28,6,6,0,0,0,1,1,2,1,1,0,0,4,4,0,1,0,17,7,8,18,17,5,7,0,2,4,4,13,13,3,37,32,36,2,0,0,2,0,1,4,4,4,0,0,0-1
-1,26,27,7,5,0,0,0,1,2,2,1,1,0,0,4,4,1,0,9,0,7,8,18,17,6,5,1,1,3,3,11,11,29,41,33,39,0,0,0,0,1,0,2,4,3,1,1,1-0
-15,16,31,2,6,0,1,0,1,1,2,1,1,0,0,4,3,1,1,9,9,8,7,17,18,4,11,0,1,2,2,8,9,27,42,30,40,0,0,0,0,0,3,2,3,4,0,2,0-1
-2,13,15,5,4,0,0,1,2,1,1,0,0,0,1,4,4,1,1,15,4,10,8,15,17,8,8,0,2,1,3,8,11,29,35,28,36,0,0,0,1,0,0,3,3,0,1,0,0-1
9,30,21,5,4,1,0,1,1,2,1,1,1,0,0,3,3,1,0,5,0,11,12,14,13,8,5,3,2,3,3,9,11,47,25,40,30,0,2,0,4,0,0,2,3,0,7,0,1-0
-5,22,27,5,5,1,0,0,1,1,2,1,1,0,0,4,4,0,1,0,14,8,11,17,14,6,7,0,3,3,4,12,11,36,36,34,35,0,0,1,1,0,0,2,1,0,1,0,0-1
5,22,17,6,4,0,0,2,1,2,2,0,0,1,0,3,4,1,0,16,0,8,8,17,17,8,5,1,3,4,1,12,6,25,43,36,34,0,0,0,2,0,0,1,3,4,2,0,0-1
-4,16,20,5,7,1,0,1,1,1,2,0,0,0,0,4,4,1,1,7,6,8,8,17,17,5,7,0,0,3,1,7,8,24,26,25,28,0,2,2,2,0,1,2,3,0,0,0,1/2-1/2
0,31,31,6,6,1,1,1,1,2,2,1,1,0,0,3,4,1,0,9,0,8,14,17,11,4,4,0,0,3,4,10,13,31,42,32,37,0,0,1,1,0,1,3,3,0,1,2,1-0
6,25,19,6,3,0,1,0,1,2,2,1,0,0,0,4,3,1,1,16,13,7,11,18,14,8,6,5,0,2,4,11,11,37,25,40,28,2,0,0,3,2,1,2,2,0,5,0,0-1
