material_diff,white_material,black_material,white_pawns,black_pawns,white_knights,black_knights,white_bishops,black_bishops,white_rooks,black_rooks,white_queens,black_queens,white_bishop_pair,black_bishop_pair,white_developed,black_developed,white_castled,black_castled,white_castled_on_move,black_castled_on_move,pawn_moves_white,pawn_moves_black,piece_moves_white,piece_moves_black,captures_white,captures_black,checks_white,checks_black,center_control_white,center_control_black,ext_center_white,ext_center_black,white_mobility,black_mobility,white_attacked_squares,black_attacked_squares,white_doubled_pawns,black_doubled_pawns,white_isolated_pawns,black_isolated_pawns,white_passed_pawns,black_passed_pawns,white_king_safety,black_king_safety,white_king_exposure,black_king_exposure,eco_category,result
-10,18,28,5,6,0,1,1,0,2,2,0,1,0,0,4,4,1,1,10,14,8,6,17,19,5,7,0,0,1,2,6,14,27,48,26,43,0,0,0,0,0,0,3,4,1,1,1,0-1
8,18,10,5,5,0,0,1,0,2,1,0,0,0,0,4,4,1,1,15,16,5,6,20,19,9,7,1,2,3,2,7,10,27,20,29,23,0,0,2,1,1,0,3,3,1,0,2,1-0
-2,19,21,3,5,2,1,0,1,2,2,0,0,0,0,3,4,0,1,0,20,10,10,15,15,6,8,2,2,2,2,10,10,34,37,32,37,0,2,1,2,0,1,1,3,3,1,2,0-1
0,30,30,8,8,1,0,0,1,2,2,1,1,0,0,4,4,1,1,12,12,7,9,18,16,3,3,1,0,2,3,7,11,21,29,29,36,0,0,0,0,0,0,3,3,1,0,0,0-1
-3,21,24,4,4,1,0,0,2,1,1,1,1,0,1,4,4,1,1,12,12,7,11,18,14,7,8,0,0,2,4,10,12,34,49,36,43,0,0,1,1,0,0,3,3,2,0,1,1-0
3,16,13,6,5,0,0,0,1,2,1,0,0,0,0,4,4,1,1,8,9,5,8,20,17,8,7,1,0,2,2,11,6,36,23,34,26,0,0,0,0,0,0,3,3,0,0,2,1-0
1,25,24,6,2,0,0,0,1,2,2,1,1,0,0,4,4,1,1,11,15,10,9,15,16,9,6,3,0,2,3,6,13,37,37,37,37,0,0,1,2,2,0,3,1,1,2,1,1-0
-6,17,23,4,4,1,1,0,2,2,2,0,0,0,1,4,4,1,1,9,13,7,8,18,17,6,8,0,1,4,4,9,10,31,48,33,41,0,0,1,1,0,1,3,3,2,0,2,0-1
1,16,15,6,5,0,0,0,0,2,2,0,0,0,0,4,4,1,1,25,21,8,7,17,18,8,7,0,2,3,1,7,5,34,17,32,21,0,0,1,2,0,0,3,3,0,3,2,1-0
1,17,16,4,6,0,0,1,0,2,2,0,0,0,0,4,4,1,1,8,7,14,10,11,15,7,8,0,0,2,2,9,7,28,16,28,23,0,0,4,0,0,0,2,2,0,0,0,0-1
-2,19,21,6,5,1,1,0,1,2,2,0,0,0,0,4,4,1,0,16,0,6,9,19,16,6,6,4,0,2,1,11,9,38,36,33,32,0,0,2,0,0,0,3,2,0,5,1,0-1
1,26,25,7,6,0,0,0,0,2,2,1,1,0,0,4,4,1,1,5,13,6,10,19,15,6,5,2,0,3,2,11,6,35,23,37,28,0,2,0,0,1,0,3,2,0,2,2,1-0
-8,14,22,6,6,1,1,0,1,1,2,0,0,0,0,4,4,1,1,11,9,8,8,17,17,5,7,2,1,2,4,7,10,4,30,25,32,0,0,0,1,0,0,3,4,0,0,1,0-1
-1,15,16,4,6,1,0,1,0,1,2,0,0,0,0,3,4,1,1,5,11,7,7,18,18,7,8,1,3,2,1,8,4,31,23,26,24,0,2,1,3,0,0,1,3,0,0,2,1-0
0,30,30,5,5,1,2,1,0,2,2,1,1,0,0,4,3,1,0,17,0,9,14,16,11,5,5,1,1,1,4,12,13,47,36,39,41,2,0,0,1,1,1,3,2,3,3,2,0-1
-3,19,22,5,5,0,1,0,0,1,1,1,1,0,0,4,4,1,1,13,10,6,6,19,19,7,8,0,2,3,2,11,8,35,36,35,30,0,0,2,2,0,0,2,3,1,0,2,0-1
-5,14,19,4,6,0,0,0,1,2,2,0,0,0,0,4,4,1,1,17,9,10,7,15,18,6,9,0,0,2,2,6,8,32,31,26,29,0,0,2,1,0,0,2,3,0,0,2,0-1
0,18,18,5,5,1,0,0,1,2,2,0,0,0,0,4,4,1,1,6,7,8,12,17,13,7,7,0,0,3,2,7,5,25,31,28,30,0,0,2,2,0,0,3,3,1,0,2,0-1
0,9,9,6,6,1,0,0,1,0,0,0,0,0,0,4,4,1,1,13,12,8,11,17,14,8,8,2,0,2,2,9,8,22,15,23,21,0,0,0,1,0,0,3,4,0,1,2,0-1
1,20,19,7,6,1,0,0,1,2,2,0,0,0,0,4,4,1,1,14,10,8,8,17,17,6,5,1,0,3,2,11,8,27,25,34,29,0,4,0,6,0,0,3,1,1,0,1,1-0
2,26,24,7,5,2,1,1,2,2,2,0,0,0,1,4,4,1,0,18,0,7,9,18,16,5,3,2,0,2,2,7,7,31,26,31,28,0,0,1,1,1,0,3,2,1,3,2,0-1
3,31,28,6,6,1,0,1,1,2,2,1,1,0,0,4,4,1,1,14,8,7,6,18,19,5,4,1,0,2,2,9,11,35,34,34,33,0,0,1,0,0,0,3,2,1,0,2,1-0
-8,22,30,5,5,0,1,1,1,1,2,1,1,0,0,4,4,1,1,13,14,10,6,15,19,5,7,0,0,2,4,8,13,34,48,34,41,0,0,2,2,1,1,3,3,0,2,1,0-1
4,16,12,5,4,1,0,1,1,1,1,0,0,0,0,4,4,1,1,10,14,6,8,19,17,9,7,3,0,4,3,13,8,33,28,36,28,0,0,0,1,1,0,3,3,2,1,2,1-0
1,20,19,6,5,0,0,0,0,1,1,1,1,0,0,4,4,1,1,4,15,5,7,20,18,8,7,1,0,2,3,7,13,27,50,29,39,0,0,0,0,0,0,3,2,1,0,2,1-0
-3,28,31,6,6,1,0,0,2,2,2,1,1,0,1,4,4,1,1,8,10,8,9,17,16,4,5,0,0,3,3,10,12,38,42,39,40,2,0,0,0,0,0,3,3,1,0,2,1-0
-7,22,29,5,7,1,0,0,1,1,2,1,1,0,0,4,4,0,1,0,16,5,10,20,15,4,7,1,2,1,4,7,13,27,36,27,41,2,0,2,0,0,0,3,3,0,0,1,0-1
11,29,18,7,5,0,0,1,1,2,2,1,0,0,0,4,4,1,0,8,0,3,8,22,17,7,4,1,0,3,2,12,7,41,26,38,25,0,0,0,1,1,0,3,4,1,1,2,1-0
-3,16,19,6,6,0,0,0,1,2,2,0,0,0,0,4,4,1,1,7,9,9,7,16,18,6,7,0,0,1,4,5,11,17,37,22,36,0,0,1,0,0,0,3,3,2,0,1,0-1
0,27,27,5,5,0,0,1,1,2,2,1,1,0,0,4,4,1,1,7,14,8,11,17,14,6,6,0,0,2,1,10,10,45,37,39,37,0,0,2,0,1,1,3,3,0,1,2,1-0
1,32,31,4,6,1,1,2,1,2,2,1,1,1,0,4,4,1,1,4,8,9,8,16,17,4,5,0,0,4,4,14,14,47,41,40,45,0,0,2,0,0,1,2,3,1,1,2,1-0
-1,25,26,6,7,0,0,0,0,2,2,1,1,0,0,4,4,1,1,12,5,7,4,18,21,5,6,0,0,2,4,10,13,38,42,33,40,0,2,0,0,0,0,3,3,1,3,2,0-1
-1,24,25,4,6,1,1,1,2,1,2,1,0,0,1,4,4,1,1,16,8,8,6,17,19,4,7,0,1,2,2,11,10,39,31,35,36,0,0,0,1,0,2,2,3,0,0,2,1-0
0,30,30,8,8,0,0,1,1,2,2,1,1,0,0,4,4,1,1,11,16,10,9,15,16,3,3,0,0,2,3,10,13,32,27,34,33,0,2,0,0,0,0,0,3,1,1,2,0-1
0,26,26,7,7,0,0,0,0,2,2,1,1,0,0,4,4,1,1,9,14,6,9,19,16,5,5,0,1,3,3,9,11,4,32,37,36,0,0,0,0,0,0,3,3,1,0,2,0-1
0,25,25,6,6,0,0,0,0,2,2,1,1,0,0,4,4,1,1,11,5,9,5,16,20,6,6,0,0,3,3,9,12,32,37,32,37,0,0,0,0,0,0,3,3,1,0,1,1-0
-6,22,28,3,6,0,0,0,1,2,2,1,1,0,0,4,4,1,1,16,8,10,6,15,19,5,9,1,0,2,3,9,12,37,43,34,40,0,2,0,0,0,3,3,2,1,1,1,1-0
-2,13,15,5,5,0,0,1,0,1,2,0,0,0,0,4,4,1,1,17,5,7,8,18,17,8,8,0,2,3,0,9,3,23,18,28,20,0,0,0,0,0,0,3,1,1,1,2,1-0
-7,21,28,5,6,0,0,2,1,2,2,0,1,1,0,4,4,1,1,8,8,8,9,17,16,5,6,2,0,3,3,10,9,32,38,33,36,0,2,2,4,0,0,1,3,2,2,2,0-1
-7,27,34,4,6,1,1,2,2,1,2,1,1,1,1,4,4,1,1,25,19,8,4,17,21,3,6,0,1,3,3,9,12,28,46,31,44,0,0,0,0,0,3,3,3,1,1,1,0-1
-4,29,33,7,5,0,1,1,2,2,2,1,1,0,1,4,4,1,1,13,13,8,12,17,13,4,4,0,0,3,3,12,10,37,37,37,35,0,0,1,3,0,0,3,2,0,1,1,0-1
3,31,28,6,6,1,1,1,0,2,2,1,1,0,0,4,4,1,1,11,10,11,10,14,15,5,4,0,0,4,4,12,14,38,34,44,42,0,0,0,0,0,0,2,3,1,3,3,0-1
-7,16,23,6,6,0,0,0,1,2,1,0,1,0,0,4,4,1,1,11,10,9,5,16,20,6,7,3,0,1,3,5,13,26,42,25,34,0,2,2,3,0,0,2,3,3,0,2,0-1
0,20,20,7,7,1,1,0,0,2,2,0,0,0,0,4,4,1,1,12,16,10,8,15,17,5,5,0,0,3,2,8,8,29,19,29,27,0,2,0,0,0,0,2,2,0,0,2,1-0
7,24,17,5,6,2,1,1,1,2,1,0,0,0,0,4,4,0,0,0,0,4,8,21,17,6,5,2,2,3,3,9,9,43,31,35,33,0,0,1,0,0,0,3,3,1,0,2,1-0
1,15,14,7,4,1,0,0,0,1,2,0,0,0,0,4,4,1,1,8,12,8,7,17,18,9,6,1,0,2,2,8,8,23,23,28,27,0,0,0,1,0,0,3,3,0,0,2,0-1
-4,24,28,5,6,0,1,0,0,2,2,1,1,0,0,4,4,1,1,12,8,9,11,16,14,5,7,1,1,4,4,11,10,36,43,36,38,0,0,0,1,0,0,3,4,2,0,2,0-1
0,27,27,5,5,0,0,1,1,2,2,1,1,0,0,4,4,1,1,16,7,10,8,15,17,6,6,0,2,3,4,12,14,47,44,41,41,0,0,1,0,1,0,2,3,1,3,2,0-1
-4,24,28,5,6,0,0,0,1,2,2,1,1,0,0,4,4,1,1,8,12,7,7,18,18,5,7,2,0,2,3,10,12,41,45,35,38,0,0,0,0,0,0,2,2,0,1,2,1-0
6,31,25,6,6,1,2,1,1,2,2,1,0,0,0,4,3,0,0,0,0,9,6,16,19,4,4,0,1,2,3,11,10,38,32,39,31,0,0,0,2,0,0,3,4,0,0,2,1-0
0,23,23,4,3,0,2,0,0,2,1,1,1,0,0,4,4,1,1,10,11,12,8,13,17,8,8,0,1,2,2,9,9,33,37,33,32,0,0,1,3,1,1,3,1,0,0,1,1-0
0,16,16,6,6,0,0,0,0,2,2,0,0,0,0,4,4,1,1,8,10,6,9,19,16,7,7,1,0,4,3,10,12,28,25,30,29,0,2,0,1,0,0,3,3,0,4,1,1-0
-4,12,16,2,2,0,2,0,1,2,1,0,0,0,0,4,4,1,0,13,0,6,8,19,17,9,11,4,0,0,3,4,9,32,42,30,38,0,0,0,2,0,1,2,1,2,4,2,1/2-1/2
0,22,22,6,6,1,1,1,1,2,2,0,0,0,0,4,4,1,1,16,8,6,10,19,15,5,5,0,1,2,2,10,11,26,40,32,37,0,2,1,0,0,0,3,2,0,0,2,0-1
-2,17,19,6,6,0,0,2,1,1,2,0,0,1,0,4,4,0,1,0,8,10,6,15,19,6,6,0,1,2,2,10,8,31,32,33,31,2,0,0,0,0,0,4,2,1,1,2,1/2-1/2
-1,20,21,3,7,0,0,1,0,1,1,1,1,0,0,4,4,1,1,4,10,11,8,14,17,6,9,2,0,3,3,9,13,31,34,31,37,0,4,3,2,0,1,0,3,2,1,2,0-1
-1,18,19,5,6,0,0,1,1,2,2,0,0,0,0,4,4,1,1,10,10,7,9,18,16,6,7,0,0,4,4,10,13,36,36,35,39,0,2,0,0,0,0,3,4,0,1,1,0-1
7,29,22,4,3,1,0,1,0,2,2,1,1,0,0,4,4,1,1,10,10,5,9,20,16,9,6,0,1,3,2,13,8,54,38,45,39,0,0,2,0,2,0,2,3,1,1,2,1-0
-4,26,30,4,5,1,1,0,1,2,2,1,1,0,0,4,4,1,1,9,12,8,7,17,18,5,7,0,1,3,3,13,10,37,44,37,41,0,0,1,2,0,1,3,3,1,0,1,1-0
0,28,28,6,6,1,0,0,1,2,2,1,1,0,0,4,4,1,1,8,12,10,5,15,20,5,5,0,0,3,3,9,12,39,41,38,37,0,0,0,0,0,0,3,3,1,1,1,1-0
0,19,19,3,6,1,1,1,0,2,2,0,0,0,0,4,4,0,0,0,0,10,8,15,17,6,8,1,1,4,3,10,11,32,28,34,29,0,0,0,0,0,2,3,4,3,0,2,1-0
0,11,11,5,5,0,2,2,0,0,0,0,0,1,0,4,3,1,0,13,0,10,9,15,16,8,8,1,0,4,2,9,6,21,18,27,20,0,0,0,1,0,0,3,2,0,1,2,1/2-1/2
-1,17,18,4,5,1,0,0,1,2,2,0,0,0,0,4,4,1,1,14,13,6,7,19,18,7,8,0,0,0,2,3,11,22,32,27,34,0,2,1,2,0,0,3,3,1,1,2,0-1
-5,23,28,6,6,0,0,1,1,1,2,1,1,0,0,4,4,1,1,13,8,7,9,18,16,5,6,0,1,3,3,9,10,31,45,31,36,2,0,4,0,0,0,2,2,2,0,2,0-1
-2,25,27,3,5,0,1,1,0,2,2,1,1,0,0,4,4,1,1,16,10,11,8,14,17,6,8,0,2,3,2,9,10,3,43,28,40,0,0,0,2,0,2,0,3,3,0,2,1-0
5,20,15,4,5,0,0,2,0,2,2,0,0,1,0,4,4,1,1,8,12,9,11,16,14,8,7,1,0,3,1,10,7,47,22,40,24,0,2,0,3,0,0,1,3,0,2,2,0-1
-1,28,29,5,3,2,2,1,2,1,1,1,1,0,1,4,4,1,1,13,19,8,10,17,15,6,5,0,0,4,3,9,12,40,51,35,43,0,0,0,1,2,0,3,2,1,1,2,1-0
2,33,31,5,6,2,1,1,1,2,2,1,1,0,0,4,4,1,1,4,12,11,7,14,18,4,4,0,0,4,4,11,12,42,47,39,44,0,0,1,1,0,0,2,3,0,3,2,1-0
2,26,24,4,5,1,0,0,0,2,2,1,1,0,0,4,4,1,1,9,11,9,9,16,16,7,7,0,0,4,3,10,9,48,28,41,31,0,0,0,1,0,1,2,3,0,0,2,0-1
-3,30,33,5,5,2,1,0,2,2,2,1,1,0,1,4,4,1,1,12,8,7,9,18,16,4,5,2,0,3,3,11,10,29,51,32,42,0,0,1,3,0,0,2,2,1,1,2,1-0
2,31,29,6,4,1,1,1,1,2,2,1,1,0,0,4,4,1,1,14,15,6,6,19,19,6,4,0,0,4,2,13,6,54,38,47,33,0,0,0,2,0,0,2,2,2,2,2,0-1
-8,18,26,5,6,0,1,1,1,2,1,0,1,0,0,4,3,1,0,22,0,9,6,16,19,5,7,0,4,2,3,8,13,3,33,29,36,0,0,0,0,0,1,3,3,1,1,1,0-1
0,24,24,5,5,0,0,0,0,2,2,1,1,0,0,4,4,1,1,13,15,9,9,16,16,7,7,0,1,4,3,13,8,36,34,36,35,0,0,2,2,0,1,3,2,1,0,2,1-0
-3,20,23,3,6,1,0,0,1,1,1,1,1,0,0,4,3,1,0,7,0,7,4,18,21,6,9,5,0,2,1,11,6,38,30,39,32,0,0,1,0,0,1,2,4,2,0,2,1-0
-8,18,26,4,7,0,0,0,0,1,2,1,1,0,0,4,4,1,1,14,8,5,3,20,22,5,9,0,2,4,3,11,12,41,33,35,34,0,0,2,0,0,1,2,3,1,2,2,0-1
1,23,22,6,5,1,1,0,0,1,1,1,1,0,0,4,4,1,1,7,10,5,7,20,18,7,6,0,0,2,3,11,9,35,27,39,32,0,0,1,0,1,0,4,4,1,2,3,0-1
1,31,30,6,5,1,2,1,0,2,2,1,1,0,0,4,4,0,1,0,11,15,11,10,14,5,4,0,1,3,3,11,11,41,41,38,39,0,0,1,2,0,0,3,1,1,1,2,1-0
2,26,24,4,5,0,0,1,0,2,2,1,1,0,0,4,4,1,1,5,11,9,6,16,19,7,7,0,2,2,3,11,13,34,34,37,39,0,2,2,2,1,1,1,3,1,1,2,1-0
-1,29,30,7,5,0,0,1,2,2,2,1,1,0,1,4,4,1,1,18,11,7,9,18,16,5,4,2,0,3,4,11,11,38,42,36,37,0,0,0,1,1,0,2,1,1,0,1,0-1
4,31,27,6,5,1,0,1,1,2,2,1,1,0,0,4,4,1,1,12,20,8,7,17,18,6,4,1,0,3,3,10,10,39,37,36,35,0,0,0,1,0,0,2,4,0,0,2,0-1
0,18,18,4,4,0,0,0,0,1,1,1,1,0,0,4,4,1,1,9,16,5,7,20,18,9,9,3,2,4,1,14,8,2,37,40,36,0,0,0,0,0,0,2,2,3,1,2,1/2-1/2
2,29,27,7,5,1,0,0,1,2,2,1,1,0,0,4,3,1,0,7,0,8,9,17,16,6,4,1,0,1,2,10,11,34,31,34,36,0,0,0,1,1,1,2,3,1,3,3,1-0
3,28,25,6,6,0,0,1,0,2,2,1,1,0,0,4,4,1,1,8,8,9,8,16,17,6,5,0,1,3,2,11,11,39,29,39,36,2,2,4,3,0,0,3,3,1,1,2,0-1
4,16,12,6,4,0,0,0,1,2,1,0,0,0,0,4,4,1,1,8,10,6,8,19,17,9,7,5,0,3,2,10,7,32,28,30,27,0,0,0,2,0,0,3,2,0,1,2,1-0
-5,20,25,4,5,1,0,1,2,2,1,0,1,0,1,4,4,0,1,0,6,4,9,21,16,6,7,2,2,2,3,7,12,24,44,23,43,0,0,0,0,0,0,3,1,2,0,2,0-1
-1,24,25,5,5,0,2,0,0,2,1,1,1,0,0,4,4,1,1,10,9,11,8,14,17,6,7,0,0,3,3,11,11,32,40,32,36,4,0,5,2,1,0,1,2,1,2,1,0-1
3,19,16,6,6,0,0,1,0,2,2,0,0,0,0,4,4,1,1,15,20,9,7,16,18,7,6,0,1,2,1,9,7,28,26,28,28,0,0,2,0,0,0,4,3,0,1,0,1-0
1,31,30,6,5,1,0,1,2,2,2,1,1,0,1,4,4,1,1,14,13,8,10,17,15,5,4,1,0,2,2,9,11,34,46,34,39,0,0,1,1,1,0,3,2,2,1,1,0-1
0,19,19,6,6,0,0,1,1,2,2,0,0,0,0,4,4,1,1,13,15,12,9,13,16,6,6,0,0,3,3,9,11,32,35,34,37,0,0,2,0,1,0,2,3,2,1,0,1-0
7,18,11,5,3,0,0,1,1,2,1,0,0,0,0,4,4,1,0,11,0,6,13,19,12,10,7,2,0,4,0,12,5,31,24,33,25,0,0,3,3,1,0,2,2,1,2,2,1-0
-4,28,32,6,7,1,1,0,1,2,2,1,1,0,0,4,4,0,1,0,9,10,7,15,18,3,5,0,3,3,2,12,11,33,45,34,38,2,0,1,0,0,0,3,2,1,0,2,0-1
-1,28,29,6,7,1,1,0,0,2,2,1,1,0,0,4,4,1,1,24,9,11,9,14,16,4,5,0,0,4,2,14,11,32,37,36,33,0,0,0,0,0,2,4,1,0,0,1,1-0
1,31,30,3,5,2,0,1,2,2,2,1,1,0,1,4,4,1,1,21,13,5,10,20,15,5,6,0,2,4,4,11,10,46,46,39,39,0,0,1,0,0,1,2,3,3,0,2,1-0
-1,31,32,6,4,1,1,1,2,2,2,1,1,0,1,4,4,1,1,18,9,6,9,19,16,5,4,2,0,3,4,13,13,49,36,43,35,0,0,0,2,0,0,3,1,0,3,1,1-0
0,28,28,6,6,0,0,1,1,2,2,1,1,0,0,4,4,1,1,11,12,11,6,14,19,5,5,0,0,3,3,13,12,45,37,44,37,2,0,4,0,0,0,3,3,0,1,3,1-0
-3,24,27,7,5,0,0,1,1,1,2,1,1,0,0,4,4,1,1,14,5,7,8,18,17,6,5,1,1,4,4,12,10,30,39,32,34,2,2,0,1,0,0,4,1,0,2,2,1-0
-6,18,24,5,5,0,2,1,1,2,2,0,0,0,0,4,4,0,0,0,0,9,10,16,15,5,7,0,3,1,4,7,10,23,34,25,37,0,0,3,3,0,0,2,2,2,0,1,0-1
-1,21,22,7,6,0,0,0,2,1,2,1,0,0,1,4,4,1,1,10,10,8,9,17,16,5,6,1,0,2,4,6,9,28,31,26,35,0,4,0,6,0,0,2,3,2,2,2,1-0
4,24,20,5,7,0,1,0,0,2,2,1,0,0,0,4,4,1,1,10,23,8,7,17,18,5,7,0,0,3,2,10,8,40,20,38,27,2,0,2,0,0,1,3,3,0,1,1,1-0
-3,21,24,4,5,1,0,0,0,1,2,1,1,0,0,4,4,1,1,13,13,7,9,18,16,7,8,2,0,1,3,9,8,34,34,34,30,0,2,1,5,0,0,3,2,0,1,2,1-0
-3,25,28,5,6,1,0,1,1,1,2,1,1,0,0,4,4,1,1,7,9,9,8,16,17,5,6,0,0,3,3,11,12,41,48,38,41,0,4,0,3,0,0,3,3,2,1,2,0-1
-1,30,31,5,6,1,2,1,0,2,2,1,1,0,0,4,4,1,1,14,4,10,10,15,15,4,5,0,1,4,3,13,8,48,39,40,37,0,0,0,1,0,1,3,3,0,2,2,1-0
5,29,24,7,4,1,2,0,0,2,1,1,1,0,0,4,4,1,0,17,0,6,5,19,20,7,4,9,0,2,4,11,13,35,48,35,41,0,0,0,0,1,0,3,2,2,4,2,1-0
-1,30,31,5,6,2,0,0,2,2,2,1,1,0,1,4,4,1,1,15,18,9,6,16,19,4,5,2,0,4,3,11,10,44,42,39,38,0,0,0,1,0,1,3,3,1,2,2,0-1
-2,14,16,6,6,1,0,0,0,1,2,0,0,0,0,4,4,0,0,0,0,8,7,17,18,7,7,0,1,3,3,8,10,28,27,27,27,2,0,4,1,0,0,3,3,0,2,3,0-1
3,16,13,6,5,0,0,0,1,2,1,0,0,0,0,4,4,1,1,9,8,5,7,20,18,8,7,3,1,2,1,7,8,29,26,32,28,0,0,1,0,1,0,3,3,1,2,1,1-0
-9,18,27,4,4,0,2,0,1,1,1,1,1,0,0,4,4,1,1,14,18,7,7,18,18,6,9,0,0,3,3,11,13,42,40,37,38,0,0,0,0,0,0,4,4,1,1,2,1-0
-11,18,29,5,4,1,1,0,1,2,2,0,1,0,0,4,4,1,1,17,10,8,7,17,18,6,7,2,0,1,4,7,13,26,54,26,42,0,0,0,0,0,0,3,2,1,0,3,0-1
1,29,28,7,6,0,0,1,1,2,2,1,1,0,0,4,3,1,0,11,0,8,8,17,17,5,4,1,0,3,3,14,8,39,30,39,32,2,0,0,2,0,0,3,4,0,1,3,1-0
-1,27,28,5,6,1,0,0,1,2,2,1,1,0,0,4,4,1,1,10,6,8,6,17,19,5,6,0,1,4,3,15,10,51,37,43,36,0,0,0,0,0,0,3,3,0,1,2,1-0
0,26,26,6,6,2,2,0,0,1,1,1,1,0,0,4,4,1,1,10,9,10,7,15,18,5,5,0,0,3,4,11,12,45,33,41,37,2,0,2,0,0,0,3,3,0,1,2,1-0
1,14,13,6,5,0,1,1,0,1,1,0,0,0,0,4,4,1,1,8,15,6,10,19,15,8,7,1,1,3,2,9,6,2,20,31,25,0,0,0,0,0,0,3,2,0,1,2,1-0
-5,16,21,3,4,1,1,0,0,2,1,0,1,0,0,4,4,0,1,0,11,7,6,18,19,8,9,1,6,2,3,5,11,1,46,23,38,0,0,1,2,0,1,1,2,5,0,1,0-1
3,18,15,4,4,0,1,0,1,1,1,1,0,0,0,4,4,1,1,16,17,6,7,19,18,8,9,1,0,1,2,4,8,37,28,33,27,0,0,1,0,1,0,3,3,0,1,2,0-1
3,31,28,6,6,2,1,0,0,2,2,1,1,0,0,4,4,1,1,12,23,9,9,16,16,5,4,0,0,4,4,11,11,46,35,42,37,0,0,1,0,1,0,3,4,0,0,1,1-0
2,32,30,7,5,1,2,1,0,2,2,1,1,0,0,4,4,1,1,7,9,7,9,18,16,5,3,0,0,3,3,12,13,37,48,40,43,0,0,0,1,1,0,3,3,2,0,3,0-1
0,29,29,7,7,1,0,0,1,2,2,1,1,0,0,4,4,1,1,9,15,8,6,17,19,4,4,0,0,3,2,12,11,32,33,34,37,0,0,0,0,0,0,3,4,1,0,2,1/2-1/2
0,15,15,5,5,0,0,0,0,2,2,0,0,0,0,4,4,1,1,7,12,9,12,16,13,8,8,1,0,2,2,6,7,21,28,25,28,0,0,2,3,0,0,3,3,1,0,2,1-0
2,25,23,5,6,1,0,1,1,1,1,1,1,0,0,4,4,1,0,11,0,11,11,14,14,6,6,0,0,4,3,13,11,41,28,39,30,2,0,2,0,0,0,2,5,1,4,3,0-1
2,18,16,7,2,2,2,0,1,1,1,0,0,0,0,3,3,1,0,12,0,9,11,16,14,9,5,1,1,3,3,10,7,4,19,28,25,2,0,0,0,3,0,2,1,0,2,1,0-1
0,29,29,6,6,2,1,1,2,1,1,1,1,0,1,4,4,1,1,17,19,10,9,15,16,4,4,0,0,3,4,12,13,38,34,42,32,4,0,3,0,0,0,2,2,0,1,1,1/2-1/2
3,28,25,6,6,0,0,1,0,2,2,1,1,0,0,4,4,1,1,5,7,7,9,18,16,6,5,0,0,3,2,13,8,41,24,39,33,0,0,1,1,0,0,2,3,0,2,2,1-0
0,27,27,5,5,0,1,1,0,2,2,1,1,0,0,4,4,1,1,9,8,8,9,17,16,6,6,0,2,3,4,10,11,4,40,33,41,2,0,1,0,0,0,1,1,2,1,2,1-0
-3,13,16,5,6,0,0,1,0,1,2,0,0,0,0,4,4,1,1,15,15,9,10,16,15,7,8,0,3,1,3,7,8,17,25,24,26,2,2,3,3,0,1,2,3,0,0,1,1-0
-3,21,24,5,8,1,1,1,1,2,2,0,0,0,0,4,3,1,0,24,0,5,8,20,17,3,6,1,0,1,3,9,10,31,24,29,27,0,2,1,0,0,1,3,6,0,1,2,1-0
-7,18,25,4,6,0,0,0,0,1,2,1,1,0,0,4,4,0,1,0,13,9,5,16,20,6,9,0,3,3,3,8,14,3,51,29,42,0,0,2,0,0,0,1,2,3,0,1,0-1
-1,18,19,6,7,1,1,0,0,0,0,1,1,0,0,4,4,1,1,7,6,6,11,19,14,6,7,1,0,2,3,9,9,17,27,21,35,0,0,1,0,0,0,3,3,0,0,2,0-1
3,21,18,8,8,0,0,1,0,2,2,0,0,0,0,4,4,1,0,7,0,8,10,17,15,5,4,3,0,3,3,8,9,19,21,27,28,0,2,0,1,0,0,2,5,0,3,1,1-0
-3,17,20,4,7,0,1,1,0,2,2,0,0,0,0,4,4,1,1,14,12,8,7,17,18,5,8,0,0,1,4,6,12,26,35,26,37,0,0,2,0,0,1,2,3,0,0,2,0-1
2,31,29,6,4,1,2,1,0,2,2,1,1,0,0,4,4,1,1,10,9,7,7,18,18,6,4,0,0,4,4,12,11,42,53,39,40,0,0,0,0,0,0,3,1,0,1,2,1-0
-1,14,15,6,7,0,0,1,1,1,1,0,0,0,0,4,4,1,1,10,9,7,7,18,18,6,7,0,2,3,2,8,8,16,22,24,26,2,4,2,4,0,1,2,3,0,1,2,0-1
6,25,19,6,6,1,0,2,1,2,2,0,0,1,0,3,4,1,1,20,14,6,7,19,18,6,4,3,0,1,2,8,6,32,19,34,21,0,0,0,1,0,0,3,2,0,0,2,1-0
0,27,27,5,5,1,1,0,0,2,2,1,1,0,0,4,4,1,1,13,13,8,14,17,11,6,6,1,0,1,4,9,13,39,38,33,37,0,0,0,1,0,1,3,2,0,0,2,0-1
0,33,33,8,8,2,1,0,1,2,2,1,1,0,0,4,4,1,1,12,12,10,5,15,20,2,2,2,0,4,2,15,7,42,22,42,26,0,0,0,0,0,0,3,3,0,2,2,1-0
-4,26,30,6,7,1,2,1,1,1,1,1,1,0,0,4,4,1,1,13,22,9,13,16,12,3,5,0,0,2,4,8,11,28,30,33,36,0,0,0,0,0,1,3,4,0,0,1,1/2-1/2
